,country,alcoholic_beverages,animal_fats,animal_products,aquatic_products_other,cereals_excluding_beer,eggs,fish_seafood,fruits_excluding_wine,meat,milk_excluding_butter,miscellaneous,offals,oilcrops,pulses,spices,starchy_roots,stimulants,sugar_crops,sugar_sweeteners,treenuts,vegetable_oils,vegetables,vegetal_products,confirmed,deaths,recovered,active,population
0,Afghanistan,0.0,1.39065,4.83625,0.0,1.7958,0.1533,0.007300000000000001,0.09490000000000001,1.36875,1.85055,0.0036500000000000005,0.06935000000000001,0.23360000000000003,0.0438,0.06205000000000001,0.01095,0.0219,0.0,0.0,0.1679,3.8179000000000003,0.0803,6.34005,0.132362309905466,0.0056283394985614,0.1071901972873,0.0,38928000.0
1,Albania,0.0,2.9345999999999997,27.480850000000004,0.0,2.29585,1.41255,0.12410000000000002,0.55115,7.508050000000001,15.249699999999999,0.014600000000000002,0.25184999999999996,2.7156000000000002,0.09855,0.0,0.0438,0.4526,0.0,0.0,0.7884,7.93875,0.55845,15.457749999999999,2.05482734319944,0.0416138125440451,1.18513037350247,0.828083157152925,2838000.0
2,Algeria,0.0,0.5219499999999999,8.3877,0.0,2.4455,0.7081,0.11680000000000001,0.3358,2.2666500000000003,4.7085,0.025550000000000003,0.06205000000000001,0.69715,0.15695,0.09125,0.0657,0.1679,0.0,0.0,0.50005,15.917649999999998,0.2993,20.7028,0.225211353337692,0.0062267511328538,0.151937687399959,0.0670469148048786,44357000.0
3,Angola,0.0,0.46720000000000006,5.445799999999999,0.0,2.33235,0.05474999999999999,0.5036999999999999,0.12410000000000002,3.9237499999999996,0.43799999999999994,0.01095,0.05474999999999999,1.41985,0.11680000000000001,0.0036500000000000005,0.25184999999999996,0.04015,0.0,0.0,0.01095,7.9935,0.0438,12.347949999999999,0.0540188180308714,0.0012453108664903,0.0342721849824734,0.0185013221819076,32522000.0
4,Antigua and Barbuda,0.0,3.0368000000000004,18.020049999999998,0.0,2.0914500000000005,0.25184999999999996,0.9928000000000001,0.79205,9.3148,4.3325499999999995,0.05840000000000001,0.0876,0.8833,0.0438,0.23360000000000003,0.029200000000000004,0.6862,0.0,0.0,0.1314,9.3951,0.1606,14.505100000000002,0.162244897959184,0.0051020408163265,0.151020408163265,0.0061224489795918,98000.0
5,Argentina,0.0,2.82875,25.96245,0.0,1.1388,1.3432,0.14235,0.17884999999999998,16.47975,5.004150000000001,0.0,0.1606,0.05474999999999999,0.018250000000000002,0.018250000000000002,0.09490000000000001,0.2117,0.0,0.0,0.11680000000000001,14.808050000000001,0.1606,16.80095,3.5912334442559,0.0954646627145911,3.14405095092227,0.351717830619036,45377000.0
6,Armenia,0.0,4.4311,20.99115,0.0,1.7739000000000003,1.1461,0.15695,0.38689999999999997,7.65405,7.4095,0.025550000000000003,0.19344999999999998,0.46720000000000006,0.05474999999999999,0.007300000000000001,0.04015,1.27385,0.0,0.0,0.67525,9.066600000000001,0.61685,14.39195,5.40385656292287,0.0956698240866035,4.84962787550744,0.458558863328823,2956000.0
7,Australia,0.0,5.1720500000000005,27.0903,0.0,1.1132499999999999,0.7884,0.50735,0.4526,13.03415,7.325550000000001,0.05840000000000001,0.2628,1.4527,0.029200000000000004,0.11315,0.047450000000000006,0.8906,0.0,0.0,1.81405,22.8782,0.2409,29.090500000000002,0.11050710569232,0.0035295488079521,0.100062126271647,0.0069154306127203,25754000.0
8,Austria,0.0,15.64025,33.8647,0.0,1.4964999999999997,1.4782499999999998,0.5183,0.27375,9.8696,6.26705,0.0,0.09125,1.38335,0.014600000000000002,0.12410000000000002,0.05474999999999999,0.5402,0.0,0.0,1.022,21.823349999999998,0.24820000000000003,26.988099999999996,4.07124747588064,0.0702378281355172,3.75702266098272,0.243986986762396,8914000.0
9,Azerbaijan,0.0,3.35435,13.81525,0.0,2.3433,0.8686999999999999,0.09125,0.2555,5.1611,4.26685,0.007300000000000001,0.06935000000000001,0.0803,0.01095,0.007300000000000001,0.07300000000000001,0.58765,0.0,0.0,0.9709,3.07695,0.28105,7.690550000000001,2.16700633161852,0.026414721013059,1.86268302334784,0.277908587257618,10108000.0
10,Bahamas,0.0,2.3870999999999998,15.82275,0.0,1.90165,0.6716,0.78475,0.47085000000000005,9.15785,2.6864,0.18615,0.13505,1.3651000000000002,0.01095,0.14235,0.018250000000000002,0.48910000000000003,0.0,0.0,0.23725,5.3217,0.20804999999999998,10.3514,2.00687022900763,0.0435114503816794,1.58753180661578,0.375826972010178,393000.0
11,Bangladesh,0.0,0.3066,2.4381999999999997,0.0,1.73375,0.3139,0.53655,0.10585,0.45625,0.79935,0.0036500000000000005,0.029200000000000004,0.15695,0.13505,0.2628,0.05474999999999999,0.007300000000000001,0.0036500000000000005,0.0,0.0657,7.347449999999999,0.07665,9.95355,0.302987474162147,0.0044614831958259,0.270101113604108,0.0284248773622128,169809000.0
12,Barbados,0.0,2.69005,17.498099999999997,0.0,1.4344500000000002,0.8212499999999999,1.22275,0.3139,8.89505,3.8033,0.21899999999999997,0.0657,2.20825,0.15695,0.21534999999999996,0.07300000000000001,0.40880000000000005,0.0,0.0,0.52925,10.621500000000001,0.17155,16.35565,0.137630662020906,0.0024390243902439,0.111149825783972,0.0240418118466899,287000.0
13,Belarus,0.0,7.190499999999999,21.77225,0.0,4.3946,1.44175,0.47085000000000005,0.2117,10.5704,1.8870500000000001,0.047450000000000006,0.2117,0.4015,0.0,0.014600000000000002,0.17884999999999998,0.7665000000000001,0.0,0.0,0.9562999999999999,16.64765,0.31024999999999997,23.9367,2.09304533333333,0.0152853333333333,1.89975466666667,0.178005333333333,9375000.0
14,Belgium,0.0,14.370049999999999,30.437350000000002,0.0,1.5403,1.33225,0.7044499999999999,0.2701,6.4677999999999995,7.40585,0.0,0.15695,0.59495,0.04015,0.11315,0.0876,0.09490000000000001,0.0,0.0,1.3724,22.02775,0.33945000000000003,26.48075,5.62995223621363,0.170047763786366,0.0,5.45990447242727,11515000.0
15,Belize,0.0,5.7743,14.001399999999999,0.0,1.7958,0.39785000000000004,0.24455000000000002,0.17884999999999998,6.0882000000000005,1.4746000000000001,0.11680000000000001,0.018250000000000002,0.8541,0.22265,0.029200000000000004,0.018250000000000002,0.4745,0.0,0.0,0.2263,11.39165,0.12410000000000002,15.428550000000001,2.57183770883055,0.0591885441527446,2.33770883054893,0.174940334128878,419000.0
16,Benin,0.0,0.20440000000000003,2.6207,0.0,1.9929,0.0876,0.365,0.08395,1.3943,0.52925,0.01095,0.04015,3.0988500000000005,0.27740000000000004,1.1023,0.45990000000000003,0.047450000000000006,0.0,0.0,0.81395,10.55945,0.1533,18.60405,0.0266278974526988,0.0003603898763207,0.0250716684413138,0.0011958391350643,12209000.0
17,Bolivia,,,,,,,,,,,,,,,,,,,,,,,,1.38386486718817,0.0788704547408235,1.13908707985902,0.165907332588326,11633000.0
18,Bosnia and Herzegovina,0.0,1.46365,14.753300000000001,0.0,2.19,0.50005,0.1825,0.35769999999999996,5.8035000000000005,6.74155,0.05474999999999999,0.06205000000000001,0.55115,0.12045,1.3286,0.0803,1.4855500000000001,0.0,0.0,0.57305,7.96065,0.47085000000000005,15.1767,3.41795184395002,0.124535202682109,2.36763181956721,0.925784821700701,3281000.0
19,Botswana,0.0,1.9564000000000001,8.033650000000002,0.0,3.4018,0.12775,0.17155,0.0803,1.64615,4.0369,0.09125,0.09855,0.5548000000000001,0.05474999999999999,0.25915,0.09125,0.3504,0.0,0.0,0.07300000000000001,10.5996,0.0876,15.6439,0.638972809667674,0.0018126888217522,0.523780750971083,0.113379369874838,2317000.0
20,Brazil,0.0,3.9675499999999997,22.6008,0.0,1.02565,0.7008,0.17155,0.22995000000000002,12.99765,4.69755,0.0,0.06935000000000001,1.5549,0.22995000000000002,0.007300000000000001,0.10949999999999999,0.10585,0.03285,0.01095,0.1606,19.2939,0.10949999999999999,22.86725,3.63557211111741,0.0922568126451759,3.2365361735879,0.306779124884331,211812000.0
21,Bulgaria,0.0,5.59545,18.9216,0.0,1.2884499999999999,0.85045,0.23725,0.18980000000000002,6.5189,5.5553,0.018250000000000002,0.16425,1.1534,0.03285,0.4306999999999999,0.025550000000000003,0.1314,0.0,0.0,0.23725,12.253050000000002,0.17155,15.9286,2.92392088927386,0.10977335065685,1.73730330590443,1.07684423271257,6927000.0
22,Burkina Faso,0.0,0.29565,3.5770000000000004,0.0,5.21585,0.20075,0.1825,0.0219,1.7666,1.06945,0.007300000000000001,0.06205000000000001,5.90205,0.26644999999999996,0.047450000000000006,0.018250000000000002,0.01095,0.0,0.0,0.1314,9.47905,0.03285,21.1408,0.0326651676792805,0.0004066401951872,0.0246471798306463,0.0076113476534468,20903000.0
23,Cabo Verde,0.0,2.1462,10.9792,0.0,2.5659500000000004,0.4234,0.2628,0.09490000000000001,4.96035,3.1426499999999997,0.08395,0.04015,0.7409499999999999,0.2263,0.48545,0.047450000000000006,0.20804999999999998,0.0,0.0,0.0876,9.33305,0.1533,14.01965,2.13525179856115,0.0203237410071942,2.08075539568345,0.0341726618705036,556000.0
24,Cambodia,0.0,0.2117,4.51505,0.0,2.2557,0.13505,1.1607,0.05840000000000001,2.8214500000000005,0.14965,0.03285,0.03285,1.9856000000000003,0.0657,0.12045,0.0876,0.014600000000000002,0.018250000000000002,0.0,0.07300000000000001,2.69005,0.06205000000000001,7.4606,0.0024456346389623,0.0,0.0023359359876105,0.0001096986513518,15497000.0
25,Cameroon,0.0,0.3066,2.4747000000000003,0.0,2.7302000000000004,0.029200000000000004,0.35405,0.31024999999999997,1.31765,0.43799999999999994,0.01095,0.03285,3.81425,0.33215,0.29200000000000004,0.20804999999999998,0.047450000000000006,0.0,0.0,0.04015,9.081199999999999,0.21534999999999996,17.081999999999997,0.100939920294759,0.0016843371682081,0.0935859839085646,0.0056695992179863,26598000.0
26,Canada,0.0,10.946349999999999,25.90405,0.0,1.7264500000000003,1.39065,0.4745,0.4745,8.7454,4.33985,0.06935000000000001,0.007300000000000001,2.63895,0.22265,0.10949999999999999,0.0657,0.20075,0.0,0.0,1.35415,22.892799999999998,0.24820000000000003,30.006649999999997,1.53286200576067,0.0409636030374444,1.29467661691542,,38190000.0
27,Central African Republic,0.0,1.0293,6.635699999999999,0.0,0.9891500000000001,0.04015,0.1971,0.17884999999999998,4.6209,0.6204999999999999,0.0036500000000000005,0.12410000000000002,2.5112,0.17155,0.0036500000000000005,0.37960000000000005,0.014600000000000002,0.0,0.0,0.0,6.971500000000001,0.03285,11.2566,0.102753623188406,0.0013043478260869,0.0398343685300207,0.0616149068322981,4830000.0
28,Chad,0.0,1.30305,7.02625,0.0,3.3287999999999998,0.029200000000000004,0.2701,0.029200000000000004,3.2740500000000003,1.8468999999999998,0.0036500000000000005,0.30295,6.997050000000001,0.22265,0.0,0.0803,0.01095,0.0,0.0,0.0,3.1317000000000004,0.01095,13.81525,0.012685903892872,0.0006162232624281,0.0100965811459383,0.0019730994845055,16877000.0
29,Chile,0.0,3.3945000000000003,20.98385,0.0,2.05495,0.90885,0.3358,0.2701,13.0451,3.2777,0.0219,0.025550000000000003,0.7482499999999999,0.13505,0.018250000000000002,0.11680000000000001,0.28105,0.0,0.0,0.46720000000000006,6.997050000000001,0.1679,11.27485,3.14619414483821,0.0855675398048279,2.97484848484848,0.0857781201848998,19470000.0
30,China,0.0,1.7264500000000003,21.6153,0.0,2.2557,2.3834500000000003,0.5767,0.2409,15.76435,1.02565,0.007300000000000001,0.13870000000000002,2.2411,0.025550000000000003,0.03285,0.11315,0.0219,0.0,0.0,0.5256,7.723400000000001,0.8176000000000001,14.001399999999999,0.0068471211543192,0.0003409905268524,0.0064198490428805,8.62815845862584e-05,1402385000.0
31,Colombia,0.0,1.1023,13.238550000000002,0.0,1.0731,1.1023,0.22995000000000002,0.7592000000000001,7.0518,3.68285,0.01095,0.07300000000000001,0.6095499999999999,0.10220000000000001,0.07665,0.1752,0.16425,0.0,0.0,0.32485,14.278799999999999,0.11315,17.69155,3.34697839980584,0.0879682064557884,3.07529326106302,0.183716932287032,49444000.0
32,Congo,0.0,0.11680000000000001,4.47855,0.0,0.9307499999999999,0.047450000000000006,0.63875,0.28835,3.32515,0.23360000000000003,0.018250000000000002,0.11680000000000001,1.7373999999999998,0.051100000000000007,0.0036500000000000005,0.3723,0.17884999999999998,0.0,0.0,0.007300000000000001,8.96075,0.20075,12.7458,0.452265313519391,0.0126676332004349,0.372363175063429,0.0672345052555274,5518000.0
33,Costa Rica,0.0,4.84355,16.322799999999997,0.0,1.3286,0.9125,0.7373000000000001,0.4526,4.4822,5.29615,0.01095,0.0438,0.8249,0.19344999999999998,0.03285,0.04015,0.3212,0.0,0.01095,0.28105,19.750149999999998,0.13505,23.3819,3.31287419291724,0.0427509293680297,2.5811582860497,0.688964977499511,5111000.0
34,Cote d'Ivoire,,,,,,,,,,,,,,,,,,,,,,,,0.0862005730659026,0.0005272206303724,0.0839770773638969,0.0016962750716332,26175000.0
35,Croatia,0.0,6.223249999999999,24.553549999999998,0.0,2.47105,0.79205,0.47085000000000005,0.21534999999999996,9.60315,7.351100000000001,0.0,0.10949999999999999,1.51475,0.014600000000000002,0.05474999999999999,0.03285,2.2338,0.0,0.0,0.5840000000000001,9.7893,0.3285,17.23895,5.27380597014925,0.0985323383084577,4.97064676616915,0.204626865671642,4020000.0
36,Cuba,0.0,1.6936,13.618150000000002,0.0,2.35425,0.77745,0.13870000000000002,0.32485,8.4242,2.50755,0.007300000000000001,0.07665,1.4162,0.3285,0.0219,0.1971,0.07665,0.0,0.0,0.0036500000000000005,7.64675,0.29200000000000004,12.669149999999998,0.106869958337027,0.0012942115060721,0.0917028632213456,0.0138728836096091,11281000.0
37,Cyprus,0.0,1.5220500000000001,17.060100000000002,0.0,2.8177999999999996,0.8176000000000001,0.59495,0.29565,8.588450000000002,5.449450000000001,0.1314,0.08395,1.7227999999999997,0.051100000000000007,0.0438,0.03285,1.5658500000000002,0.0,0.0,0.7008,16.067300000000003,0.2117,23.6447,1.89047224523612,0.0105219552609776,0.170422535211268,1.70952775476388,1207000.0
38,Czechia,0.0,10.03385,26.031799999999997,0.0,1.2409999999999999,0.85045,0.31024999999999997,0.19344999999999998,8.91695,5.84,0.0219,0.0803,0.511,0.036500000000000005,0.0657,0.05840000000000001,0.9891500000000001,0.0,0.0,0.4306999999999999,21.954749999999997,0.17884999999999998,25.68505,6.83111235535648,0.109285181037701,5.59978536767451,1.12204180664427,10716000.0
39,Denmark,0.0,13.65465,33.93405,0.0,1.41255,1.67535,1.08405,0.5036999999999999,8.8549,8.4461,0.0,0.21899999999999997,0.6862,0.014600000000000002,0.1679,0.051100000000000007,1.6169499999999999,0.0,0.0,1.1351499999999999,8.12125,0.2701,13.97585,2.85755704237434,0.0226797049236576,2.25407445530966,0.580802882141019,5829000.0
40,Djibouti,0.0,0.6132,4.876399999999999,0.0,1.9308500000000002,0.10949999999999999,0.12775,0.05474999999999999,2.2484,1.6936,0.06205000000000001,0.08395,0.18980000000000002,0.24455000000000002,0.13870000000000002,0.014600000000000002,0.24820000000000003,0.0,0.0,0.1825,13.807949999999998,0.20075,17.07835,0.591093117408907,0.0061740890688259,0.580465587044534,0.0044534412955465,988000.0
41,Dominica,0.0,2.2264999999999997,15.74975,0.0,0.8723500000000001,0.2117,0.96725,0.6935,8.033650000000002,4.23035,0.0657,0.0803,2.8177999999999996,0.0803,0.27375,0.2847,1.0438999999999998,0.0,0.0,0.018250000000000002,7.20875,0.13505,13.50135,0.122222222222222,0.0,0.115277777777778,0.0069444444444444,72000.0
42,Dominican Republic,0.0,1.73375,11.899000000000001,0.0,1.1315,0.8759999999999999,0.19344999999999998,2.81415,5.74145,3.20835,0.03285,0.14600000000000002,2.2666500000000003,0.14965,0.047450000000000006,0.06205000000000001,0.2263,0.0,0.0,0.05474999999999999,20.1626,0.09490000000000001,27.04285,1.64017142857143,0.0230095238095238,1.25279047619048,0.364371428571429,10500000.0
43,Ecuador,0.0,3.07695,13.6437,0.0,2.3907499999999997,0.66795,0.16425,0.2847,5.7013,3.9638999999999998,0.018250000000000002,0.0657,0.55845,0.04015,0.025550000000000003,0.05474999999999999,0.12045,0.0,0.0,0.051100000000000007,15.355550000000001,0.05474999999999999,18.954449999999998,1.21853691965051,0.0802409913768488,1.05366341156987,0.0846325167037862,17511000.0
44,Egypt,0.0,1.41985,6.635699999999999,0.0,5.5991,0.3504,0.5475,0.2993,2.68275,1.50745,0.0036500000000000005,0.12410000000000002,1.85055,0.0657,0.09855,0.0803,0.03285,0.029200000000000004,0.0,0.12410000000000002,5.64655,0.27375,14.107249999999999,0.138359969445354,0.0076257651061972,0.111927224388163,0.0188069799509935,100803000.0
45,El Salvador,0.0,2.9966500000000003,10.9281,0.0,3.84345,0.7519000000000001,0.2117,0.6716,3.12075,3.8215500000000002,0.047450000000000006,0.025550000000000003,2.37615,0.27375,0.014600000000000002,0.0657,0.1533,0.0,0.0,0.05474999999999999,4.807049999999999,0.2117,12.519499999999999,0.709149822558247,0.020475235303194,0.709149822558247,0.0540811603147662,6481000.0
46,Estonia,0.0,5.0771500000000005,25.812800000000003,0.0,2.25205,1.23005,0.21899999999999997,0.29565,8.103,11.09235,0.014600000000000002,0.09125,0.2847,0.051100000000000007,0.14965,0.06935000000000001,2.16445,0.0,0.0,0.9709,6.5626999999999995,0.22265,13.04145,2.13418482344102,0.0175807663410969,1.42952667167543,0.687077385424493,1331000.0
47,Eswatini,0.0,0.99645,6.5992,0.0,3.80695,0.14965,0.11680000000000001,0.14965,3.5259,1.7227999999999997,0.036500000000000005,0.0876,1.0804,0.0657,0.25915,0.10220000000000001,0.018250000000000002,0.0,0.0,0.20804999999999998,3.4711499999999997,0.06205000000000001,9.26005,0.858876811594203,0.0195652173913043,0.640670289855072,0.198641304347826,1104000.0
48,Ethiopia,0.0,0.28105,2.18635,0.0,2.23015,0.0438,0.01095,0.0803,0.8176000000000001,1.0001,0.0,0.03285,0.5256,0.50005,0.5256,0.15695,0.0036500000000000005,0.0,0.0,0.14600000000000002,3.4090999999999996,0.025550000000000003,7.5993,0.108472275401163,0.0016855790316405,0.0976809147551255,0.0091057816143966,114916000.0
49,Fiji,0.0,5.34725,13.943000000000001,0.0,1.0512,0.4015,1.022,0.05840000000000001,5.858250000000001,1.2483,0.018250000000000002,0.0657,6.2341999999999995,0.20804999999999998,0.09125,0.24820000000000003,0.3066,0.0,0.0,0.10220000000000001,12.39175,0.12045,20.8342,0.00546875,0.0002232142857142,0.0049107142857142,0.0003348214285714,896000.0
50,Finland,0.0,6.500649999999999,37.4271,0.0,1.8213500000000002,0.8686999999999999,0.9562999999999999,0.29565,16.98345,12.041350000000001,0.11680000000000001,0.0803,0.6132,0.018250000000000002,0.0438,0.05474999999999999,0.79935,0.0,0.0,0.5256,9.0301,0.20804999999999998,13.526900000000001,0.658401157533008,0.0101465002712968,0.524507144149032,0.123747513112679,5529000.0
51,France,0.0,10.588650000000001,34.8283,0.0,1.6498,1.1388,1.0073999999999999,0.4453,12.760399999999999,9.1542,0.018250000000000002,0.17884999999999998,0.7884,0.029200000000000004,0.03285,0.047450000000000006,0.7227,0.0,0.0,0.98185,17.80105,0.20440000000000003,22.72125,4.15308592546966,0.0999260856174931,0.309242377579304,3.74391746227287,64940000.0
52,French Polynesia,0.0,4.26685,23.01325,0.0,3.4090999999999996,0.7519000000000001,1.4490500000000002,0.1825,12.8772,3.5514500000000004,0.26644999999999996,0.11680000000000001,4.3508000000000004,0.036500000000000005,0.018250000000000002,0.06935000000000001,1.1607,0.0,0.0,0.29200000000000004,12.807850000000002,0.12775,22.72125,,,,,280000.0
53,Gabon,0.0,0.30295,7.90955,0.0,1.6863,0.0803,0.83585,0.2628,5.5042,0.9417000000000001,0.05840000000000001,0.24455000000000002,3.6719000000000004,0.0036500000000000005,0.0,0.23725,0.29200000000000004,0.0,0.0,0.007300000000000001,6.3145,0.08395,12.618050000000002,0.429000448229494,0.0028686687584043,0.420797848498431,0.005333930972658,2231000.0
54,Gambia,0.0,0.14965,3.5478000000000005,0.0,2.9017500000000003,0.12410000000000002,0.79205,0.0219,0.79205,1.6717,0.036500000000000005,0.018250000000000002,7.325550000000001,0.018250000000000002,0.0,0.007300000000000001,0.05840000000000001,0.0,0.0,0.13870000000000002,15.26065,0.0438,25.812800000000003,0.157219693835333,0.0051303268514687,0.151799751758378,0.0002896152254861,2417000.0
55,Georgia,0.0,3.71205,12.921000000000001,0.0,2.3360000000000003,0.60225,0.21899999999999997,0.10585,3.69745,4.6428,0.05474999999999999,0.051100000000000007,0.3504,0.0,0.036500000000000005,0.047450000000000006,1.41985,0.0,0.0,0.5913,7.595649999999999,0.10220000000000001,12.636299999999999,6.14831763122476,0.0680484522207268,5.787133243607,0.293135935397039,3715000.0
